79	15623700
114	15628300
268	31253100
423	46883500
581	62509300
737	78129900
893	93755700
1052	109381500
1207	125007300
1363	140634100
1522	156259400
1683	171898000
1839	187510400
1998	203135700
2157	218763600
2314	234387800
2469	250014600
2629	265639400
2787	281264700
2946	296891500
3105	312516200
3264	328166600
3423	343768800
3585	359394100
3728	375020400
3865	390645700
4023	406270900
4182	421897700
4340	437523000
4481	453148800
4640	468775100
4799	484399900
4958	500030300
5116	515652000
5258	531332100
5268	532333800
5279	533334500
5289	534335200
5299	535335800
5309	536337000
5319	537337200
5330	538338300
5340	539338500
5350	540339200
5360	541339800
5370	542340500
5380	543341200
5390	544341800
5401	545342500
5411	546343100
5421	547343300
5431	548346500
5441	549345700
5451	550346800
5461	551347000
5471	552346600
5481	553347800
5491	554348500
5492	554401300
5651	570027600
5809	585655000
5968	601286400
6131	616907600
6291	632531800
6450	648157100
6608	663783400
6771	679408600
6780	680331800
6790	681334000
6800	682335700
6810	683335400
6820	684336500
6830	685336700
6851	686337400
6860	687338600
6870	688339300
6881	689339900
6891	690341100
6901	691341300
6911	692341400
6921	693347700
6922	693404700
7081	709031500
7223	724657800
7380	740283600
7541	755909400
7689	771535700
7831	787160900
7965	802786700
8123	818412500
8283	834037800
8441	849664100
8601	865290900
8760	880916200
8916	896541900
9075	912166700
9233	927793000
9390	943447500
9549	959045100
9706	974670900
9864	990296200
10028	1005921900
10187	1021548700
10344	1037173000
10505	1052799300
10669	1068425100
10828	1084050900
10986	1099676700
11145	1115301900
11303	1130928200
11458	1146554000
11617	1162186000
11776	1177806100
11935	1193462200
12094	1209057200
12253	1224682900
12414	1240309800
12571	1255934500
12729	1271560300
12886	1287186100
13044	1302811900
13203	1318437100
13361	1334063400
13519	1349689200
13678	1365314000
13840	1380941800
13999	1396566600
14158	1412204200
14317	1427817600
14452	1443443900
14610	1459070200
14769	1474696500
14923	1490321800
15088	1505947100
15253	1521572900
15410	1537198700
15569	1552823900
15728	1568450700
15729	1568687800
15730	1568833500
15731	1569014100
15732	1569097800
15893	1584725100
16051	1600350900
16210	1615976700
16368	1631602400
16527	1647228200
16686	1662853500
16845	1678487000
17004	1694105600
17164	1709731400
17323	1725356600
17481	1740982900
17640	1756610300
17779	1772234500
17930	1787860300
18074	1803486100
18234	1819112400
18394	1834738700
18553	1850363400
18712	1865989700
18872	1881615500
19025	1897265400
19182	1912866600
19339	1928492900
19496	1944126400
19655	1959743900
19820	1975368700
19977	1990995500
20136	2006621800
20294	2022247100
20452	2037872900
20611	2053498700
20770	2069125000
20928	2084749700
21086	2100376000
21248	2116003300
21406	2131628600
21565	2147253900
21730	2162878100
21900	2178503400
22063	2194129700
22220	2209757500
22379	2225381800
22539	2241014800
22668	2256635400
22810	2272259700
22973	2287886000
23143	2303511200
23304	2319137000
23462	2334763300
23619	2350387600
23787	2366013300
23951	2381639100
24110	2397265400
24272	2412890700
24431	2428516500
24590	2444142300
24752	2459770100
24910	2475394900
25056	2491072000
25065	2492074200
25076	2493074800
25086	2494075000
25097	2495075700
25108	2496076800
25119	2497077000
25126	2498078200
25135	2499078800
25144	2500079500
25152	2501078600
25163	2502080800
25173	2503081000
25182	2504081700
25192	2505082300
25203	2506082000
25212	2507083700
25219	2507916000
25361	2523543800
25518	2539170700
25677	2554795400
25837	2570421200
26004	2586046000
26163	2601673300
26321	2617299100
26480	2632924300
26639	2648550600
26799	2664175400
26960	2679801200
27124	2695426500
27293	2711051700
27457	2726680100
27615	2742321300
27780	2757931700
27929	2773556900
28089	2789205800
28090	2789395200
28100	2790396900
28110	2791397000
28121	2792402800
28131	2793398300
28141	2794399000
28151	2795399700
28161	2796400300
28171	2797401000
28182	2798415000
28192	2799402900
28202	2800403000
28212	2801404200
28222	2802404300
28233	2803405000
28243	2804408800
28253	2805407900
28263	2806408500
28273	2807409200
28284	2808408800
28285	2808504800
28446	2824132600
28613	2839758900
28773	2855444300
28783	2856445400
28794	2857446600
28804	2858447800
28814	2859448500
28824	2860449100
28834	2861449300
28845	2862449900
28855	2863450600
28865	2864451300
28875	2865451900
28885	2866452600
28896	2867453300
28906	2868453400
28916	2869454600
28925	2870455800
28935	2871455400
28945	2872456100
28955	2873456800
28966	2874469200
28976	2875458600
28981	2876019500
29137	2891647800
29295	2907272600
29388	2922899900
29533	2938525200
29690	2954150000
29840	2969775200
29995	2985402000
30154	3001027300
30292	3016654100
30449	3032280400
30607	3047933400
30763	3063530000
30922	3079182400
31077	3094781500
31234	3110406800
31391	3126033600
31548	3141659400
31707	3157285200
31866	3172912000
32026	3188537800
32185	3204162500
32344	3219788300
32502	3235413600
32650	3251040400
32808	3266665700
32967	3282291500
33127	3297922400
33286	3313545100
33444	3329169300
33601	3344795100
33761	3360420400
33924	3376046700
34081	3391672500
34239	3407299300
34399	3422923500
34556	3438549800
34715	3454175100
34877	3469801900
35036	3485427200
35195	3501052500
35355	3516678300
35513	3532304600
35670	3547930300
35679	3548794500
35689	3549796700
35699	3550797400
35709	3551797500
35719	3552797700
35730	3553798900
35740	3554799500
35750	3555800700
35760	3556800900
35770	3557801500
35780	3558801700
35790	3559803400
35800	3560804000
35810	3561804700
35820	3562804300
35830	3563805000
35840	3564805700
35851	3565806300
35861	3566807000
35871	3567807700
35881	3568808300
35891	3569810000
35901	3570809700
35902	3570849700
36061	3586492900
36221	3602102300
36380	3617728600
36539	3633354400
36697	3648980200
36856	3664605400
37015	3680231200
37179	3695859100
37342	3711483800
37496	3727109600
37655	3742735400
37814	3758359100
37973	3773987000
38135	3789612200
38294	3805239000
38454	3820864800
38621	3836490600
38788	3852114400
38946	3867741200
39083	3883366900
39090	3884482100
39100	3885483200
39109	3886484400
39119	3887484600
39129	3888485200
39139	3889485900
39149	3890486600
39159	3891487200
39169	3892487900
39180	3893488600
39190	3894489200
39200	3895556100
39360	3911185000
39517	3926809700
39675	3942436000
39834	3958060300
39992	3973687100
40155	3989312300
40314	4004937600
40473	4020563400
40631	4036202500
40788	4051816000
40947	4067441800
41105	4083069100
41263	4098692300
41421	4114319700
41566	4129969600
41722	4145570200
41880	4161195500
42039	4176820700
42198	4192448100
42356	4208073300
42522	4223698100
42686	4239323900
42845	4254950700
43005	4270597500
43164	4286201200
43322	4301829600
43480	4317453300
43638	4333079600
43798	4348705400
43957	4364330700
44115	4379957500
44274	4395589400
44432	4411208000
44570	4426834300
44712	4442460100
44869	4458086900
45028	4473711700
45187	4489337500
45346	4504963300
45511	4520590100
45669	4536215400
45827	4551841100
45986	4567466400
46144	4583092700
46303	4598718000
46462	4614344300
46621	4629985500
46780	4645596400
46939	4661220100
47099	4676847400
47258	4692472700
47417	4708099500
47575	4723749400
47735	4739370100
47894	4754975800
48053	4770601600
48215	4786228400
48378	4801854200
48536	4817499500
48694	4833105800
48857	4848732100
49017	4864357400
49026	4865277000
49036	4866279700
49046	4867279800
49056	4868280500
49067	4869280700
49077	4870281300
49087	4871282000
49097	4872282600
49107	4873283300
49117	4874284000
49128	4875300600
49133	4875928700
49292	4891556000
49451	4907181800
49613	4922809100
49772	4938433900
49930	4954061200
50089	4969685400
50247	4985311200
50406	5000936500
